Source	Target	Strength
Eubacteriaceae	Lactobacillaceae	0.000721903892494638
Eubacteriaceae	Corynebacteriaceae	-0.00171517328319822
Eubacteriaceae	Staphylococcaceae	-0.000250781482298986
Eubacteriaceae	Erysipelotrichaceae	0.00112606938268676
Eubacteriaceae	Prevotellaceae	0.00122932733671158
Enterobacteriaceae	Lachnospiraceae	-3.93525570357946e-05
Enterobacteriaceae	Bacteroidaceae	-0.000361421270107854
Enterobacteriaceae	Verrucomicrobiaceae	0.00395787443207305
Enterobacteriaceae	Ruminococcaceae	-0.00141864700857537
Enterobacteriaceae	Unclassified	-0.000347161710450735
Enterobacteriaceae	Oxalobacteraceae	0.000619410520812759
Enterobacteriaceae	Eubacteriaceae	-0.000699934693396994
Enterobacteriaceae	Nitrosomonadaceae	-0.00435599384721959
Enterobacteriaceae	Lactobacillaceae	0.000129524719057108
Enterobacteriaceae	Corynebacteriaceae	-0.00159363410662841
Enterobacteriaceae	Staphylococcaceae	1.40945629467654e-05
Enterobacteriaceae	Erysipelotrichaceae	0.000203363719390012
Enterobacteriaceae	Prevotellaceae	0.00151903440884324
Nitrosomonadaceae	Lachnospiraceae	-0.000110450218855695
Nitrosomonadaceae	Bacteroidaceae	-0.000116229198998426
Nitrosomonadaceae	Verrucomicrobiaceae	0.00174145408782697
Nitrosomonadaceae	Ruminococcaceae	-0.000610822842630472
Nitrosomonadaceae	Unclassified	-0.00113482357225382
Nitrosomonadaceae	Oxalobacteraceae	0.00280241124145019
Nitrosomonadaceae	Eubacteriaceae	-7.28074313964295e-05
Nitrosomonadaceae	Enterobacteriaceae	0.00762852773096515
Nitrosomonadaceae	Lactobacillaceae	0.00030488002223035
Nitrosomonadaceae	Corynebacteriaceae	-0.00120670748676943
Nitrosomonadaceae	Staphylococcaceae	0.000497749861842355
Nitrosomonadaceae	Erysipelotrichaceae	-0.000340497348390005
Nitrosomonadaceae	Prevotellaceae	0.00277313067906429
Lactobacillaceae	Lachnospiraceae	0.00224648329754097
Lactobacillaceae	Bacteroidaceae	0.0066478495525652
Lactobacillaceae	Verrucomicrobiaceae	0.07055725580913
Lactobacillaceae	Ruminococcaceae	-0.00768515769339966
Lactobacillaceae	Unclassified	0.0312521350934722
Lactobacillaceae	Oxalobacteraceae	-0.0322076471643239
Lactobacillaceae	Eubacteriaceae	-0.018817951534271
Lactobacillaceae	Enterobacteriaceae	-0.0349120231113668
Lactobacillaceae	Nitrosomonadaceae	0.0387308891990918
Lactobacillaceae	Corynebacteriaceae	-0.00669685412066274
Lactobacillaceae	Staphylococcaceae	-0.000735794047194869
Lactobacillaceae	Erysipelotrichaceae	0.00912948999415616
Lactobacillaceae	Prevotellaceae	-0.0618344269110788
Corynebacteriaceae	Lachnospiraceae	-0.0157108219801992
Corynebacteriaceae	Bacteroidaceae	0.045863755643514
Corynebacteriaceae	Verrucomicrobiaceae	-0.178734956721385
Corynebacteriaceae	Ruminococcaceae	-0.0488302264903814
Corynebacteriaceae	Unclassified	-0.0563784001679984
Corynebacteriaceae	Oxalobacteraceae	0.148805361955124
Corynebacteriaceae	Eubacteriaceae	0.00813436838767663
Corynebacteriaceae	Enterobacteriaceae	0.116906691876361
Corynebacteriaceae	Nitrosomonadaceae	-0.136914415057244
Corynebacteriaceae	Lactobacillaceae	0.0243971162961734
Corynebacteriaceae	Staphylococcaceae	0.0851931821102773
Corynebacteriaceae	Erysipelotrichaceae	-0.030047259466827
Corynebacteriaceae	Prevotellaceae	0.130896615731947
Staphylococcaceae	Lachnospiraceae	0.0484322927887119
Staphylococcaceae	Bacteroidaceae	-0.177289678981916
Staphylococcaceae	Verrucomicrobiaceae	0.457403930063758
Staphylococcaceae	Ruminococcaceae	0.190112828645717
Staphylococcaceae	Unclassified	0.125717732264402
Staphylococcaceae	Oxalobacteraceae	-0.442002375286948
Staphylococcaceae	Eubacteriaceae	0.0123706459409009
Staphylococcaceae	Enterobacteriaceae	-0.256628146977712
Staphylococcaceae	Nitrosomonadaceae	0.364983710619395
Staphylococcaceae	Lactobacillaceae	0.127737572804357
Staphylococcaceae	Corynebacteriaceae	0.914193686981544
Staphylococcaceae	Erysipelotrichaceae	0.0856063183727026
Staphylococcaceae	Prevotellaceae	-0.245619208216699
Erysipelotrichaceae	Lachnospiraceae	-0.000156135210709884
Erysipelotrichaceae	Bacteroidaceae	-0.000120502498324936
Erysipelotrichaceae	Verrucomicrobiaceae	0.0167549492770959
Erysipelotrichaceae	Ruminococcaceae	-0.000252124398515356
Erysipelotrichaceae	Unclassified	0.00222188305235932
Erysipelotrichaceae	Oxalobacteraceae	0.00376192342740832
Erysipelotrichaceae	Eubacteriaceae	0.000823406890606766
Erysipelotrichaceae	Enterobacteriaceae	0.00178081736589761
Erysipelotrichaceae	Nitrosomonadaceae	0.00869643065571681
Erysipelotrichaceae	Lactobacillaceae	-0.000217013622336781
Erysipelotrichaceae	Corynebacteriaceae	-0.000441604361672066
Erysipelotrichaceae	Staphylococcaceae	0.000197410499662516
Erysipelotrichaceae	Prevotellaceae	0.00484494848853541
Prevotellaceae	Lachnospiraceae	0.000132199346464633
Prevotellaceae	Bacteroidaceae	-0.000947711012298578
Prevotellaceae	Verrucomicrobiaceae	0.0110026404336968
Prevotellaceae	Ruminococcaceae	-0.00283646944087266
Prevotellaceae	Unclassified	0.000178377005529707
Prevotellaceae	Oxalobacteraceae	-0.00213477664015179
Prevotellaceae	Eubacteriaceae	-0.00283827194224552
Prevotellaceae	Enterobacteriaceae	0.00457265400865658
Prevotellaceae	Nitrosomonadaceae	-0.00702553889264392
Prevotellaceae	Lactobacillaceae	-3.79678640360961e-05
Prevotellaceae	Corynebacteriaceae	-0.00170186058147558
Prevotellaceae	Staphylococcaceae	0.000636371052255551
Prevotellaceae	Erysipelotrichaceae	-0.000108053297811374
