Source	Target	Strength
Clostridiales Family XI. Incertae Sedis	Unclassified	7.37579644324888e-05
Clostridiales Family XI. Incertae Sedis	Rikenellaceae	0.00054385847150829
Clostridiales Family XI. Incertae Sedis	Porphyromonadaceae	0.000305310674585236
Clostridiales Family XI. Incertae Sedis	Staphylococcaceae	-0.000426486707706244
Clostridiales Family XI. Incertae Sedis	Prevotellaceae	-8.3771313383549e-05
Clostridiales Family XI. Incertae Sedis	Oxalobacteraceae	-0.00112934704647906
Clostridiales Family XI. Incertae Sedis	Eubacteriaceae	0.000458375815852056
Clostridiales Family XI. Incertae Sedis	Verrucomicrobiaceae	0.00126888894502349
Clostridiales Family XI. Incertae Sedis	Micrococcaceae	-0.000172947169760066
Oxalobacteraceae	Lachnospiraceae	-0.000633591820470405
Oxalobacteraceae	Bacteroidaceae	-0.000387404430195031
Oxalobacteraceae	Ruminococcaceae	-0.000230431046045203
Oxalobacteraceae	Neisseriaceae	7.51043990068466e-05
Oxalobacteraceae	Unclassified	0.000180039658309517
Oxalobacteraceae	Rikenellaceae	0.00037607849137592
Oxalobacteraceae	Porphyromonadaceae	0.000647308823996749
Oxalobacteraceae	Staphylococcaceae	-4.31623325982912e-05
Oxalobacteraceae	Prevotellaceae	0.000171156359630202
Oxalobacteraceae	Clostridiales Family XI. Incertae Sedis	-0.00056032942994237
Oxalobacteraceae	Eubacteriaceae	-0.000432559164551043
Oxalobacteraceae	Verrucomicrobiaceae	-0.000370992453145827
Oxalobacteraceae	Micrococcaceae	0.000203910625678452
Eubacteriaceae	Lachnospiraceae	-0.00049597175063909
Eubacteriaceae	Bacteroidaceae	-7.7882372546452e-05
Eubacteriaceae	Ruminococcaceae	-0.000496011852404516
Eubacteriaceae	Neisseriaceae	4.3541345327373e-05
Eubacteriaceae	Unclassified	-0.000222760537944789
Eubacteriaceae	Rikenellaceae	0.000117844153068044
Eubacteriaceae	Porphyromonadaceae	0.00100749353229745
Eubacteriaceae	Staphylococcaceae	0.000125852012831924
Eubacteriaceae	Prevotellaceae	0.00310978098893365
Eubacteriaceae	Clostridiales Family XI. Incertae Sedis	0.00319447006037275
Eubacteriaceae	Oxalobacteraceae	0.00048207421081131
Eubacteriaceae	Verrucomicrobiaceae	0.000117730336385304
Eubacteriaceae	Micrococcaceae	0.000565805426144844
Verrucomicrobiaceae	Lachnospiraceae	-0.000144130330601376
Verrucomicrobiaceae	Bacteroidaceae	-0.000112125482744036
Verrucomicrobiaceae	Ruminococcaceae	-1.85676939949374e-06
Verrucomicrobiaceae	Neisseriaceae	-0.000227894017532144
Verrucomicrobiaceae	Unclassified	9.17286946786677e-06
Verrucomicrobiaceae	Rikenellaceae	-0.000336502143510276
Verrucomicrobiaceae	Porphyromonadaceae	-6.3990029228824e-06
Verrucomicrobiaceae	Staphylococcaceae	-9.61026027255542e-05
Verrucomicrobiaceae	Prevotellaceae	0.000863532488209643
Verrucomicrobiaceae	Clostridiales Family XI. Incertae Sedis	0.000641750590612527
Verrucomicrobiaceae	Oxalobacteraceae	-0.0011040644983359
Verrucomicrobiaceae	Eubacteriaceae	-0.000176238962999072
Verrucomicrobiaceae	Micrococcaceae	-4.14462707074407e-05
Micrococcaceae	Lachnospiraceae	-0.0148250086518192
Micrococcaceae	Bacteroidaceae	-0.0451657974468689
Micrococcaceae	Ruminococcaceae	-0.00884850802674942
Micrococcaceae	Neisseriaceae	0.0269938862891545
Micrococcaceae	Unclassified	0.013995045860701
Micrococcaceae	Rikenellaceae	-0.035624650166404
Micrococcaceae	Porphyromonadaceae	-0.0321102623596512
Micrococcaceae	Staphylococcaceae	0.00558134473833857
Micrococcaceae	Prevotellaceae	0.00677242951755502
Micrococcaceae	Clostridiales Family XI. Incertae Sedis	-0.0030606617608853
Micrococcaceae	Oxalobacteraceae	-0.0339744305079616
Micrococcaceae	Eubacteriaceae	-0.00562104760178468
Micrococcaceae	Verrucomicrobiaceae	-0.00879561111392147
